id,parents,labels
DESC145892,DESC141933,Saujon
DESC152647,DESC141928,Deux-Sèvres
DESC1015130,DESC152647,Airvault
DESC148299,DESC152647,Niort
DESC853445,DESC152647,Saint-Maixent
DESC141651,DESC141928,Haut-Poitou
DESC141656,DESC141651,Cherves (Vienne)
DESC153149,DESC141928,Vienne (département)
DESC141656,DESC153149,Cherves (Vienne)
DESC1164780,DESC153149,Croutelle
DESC153150,DESC153149,Poitiers
DESC875236,DESC153149,Puyravault
DESC874919,DESC153149,Saint-Jean-de-Sauves
DESC67998,DESC155340,Occitanie
DESC1046093,DESC155340,Occitanie (région)
DESC137193,DESC1046093,Languedoc-Roussillon
DESC149402,DESC137193,Aude
DESC149403,DESC149402,Carcassonne
DESC149404,DESC149402,Castelnaudary
DESC1018534,DESC149402,Limoux
DESC149405,DESC149402,Montréal (Aude)
DESC148203,DESC149402,Narbonne
DESC149406,DESC149402,Puivert
DESC149407,DESC149402,Saint-Martin-de-Limoux
DESC149408,DESC149402,Saint-Papoul
DESC141877,DESC137193,Gard
DESC138535,DESC141877,Alès
DESC153471,DESC141877,Anduze
DESC150350,DESC141877,Beaucaire
DESC153474,DESC141877,Chusclan
DESC136881,DESC141877,Nîmes
DESC847416,DESC141877,Orange
DESC854714,DESC141877,Rogues
DESC154617,DESC141877,Uzès
DESC140408,DESC137193,Hérault
DESC141263,DESC140408,Béziers
DESC148285,DESC140408,Lodève
DESC1012898,DESC140408,Lunel
DESC155145,DESC140408,Montpellier
DESC148185,DESC140408,Pézenas
DESC151720,DESC140408,Saint-Bauzille
DESC138044,DESC140408,Saint-Chinian
DESC1109138,DESC140408,Saint-Guilhem-le-Désert
DESC1067059,DESC140408,Sète
DESC153192,DESC137193,Lozère
DESC929604,DESC153192,Mende
DESC152653,DESC137193,Pyrénées-Orientales
DESC151376,DESC152653,Arles-sur-Tech
DESC832595,DESC152653,Céret
DESC875244,DESC152653,Espira-de-l'Agly
DESC151378,DESC152653,Ille-sur-Têt
DESC147224,DESC152653,Perpignan
DESC854429,DESC152653,Planes
DESC142484,DESC152653,Saint-Guillem-de-Combert
DESC151373,DESC152653,Vinca
DESC875317,DESC137193,Roussillon
DESC997769,DESC875317,Prades
DESC137879,DESC1046093,Midi-Pyénées
DESC150451,DESC137879,Ariège
DESC150452,DESC150451,Mirepoix
DESC150453,DESC150451,Pamiers
DESC150454,DESC150451,Saint-Lizier
DESC149382,DESC137879,Aveyron
DESC149383,DESC149382,Foissac
DESC148278,DESC149382,Rodez
DESC847008,DESC149382,Saint-Martin
DESC149385,DESC149382,Vabres-l'Abbaye
DESC149386,DESC149382,Villefranche-de-Rouergue
DESC155037,DESC137879,Gers
DESC155038,DESC155037,Auch
DESC154655,DESC155037,Condom
DESC140243,DESC155037,Lombez
DESC68422,DESC155037,Marciac
DESC942988,DESC155037,Terraube
DESC149564,DESC137879,Haute-Garonne
DESC143109,DESC149564,Cintegabelle
DESC904096,DESC149564,Cox
DESC149565,DESC149564,Gimont
DESC1142594,DESC149564,Marsoulas
DESC1011201,DESC149564,Revel
DESC1010772,DESC149564,Saint Félix de Lauragais
DESC142907,DESC149564,Saint-Gaudens
DESC148259,DESC149564,Toulouse
DESC153160,DESC137879,Hautes-Pyrénées
DESC846821,DESC153160,Aventignan
DESC856383,DESC153160,Ayzac-Ost
DESC1152369,DESC153160,Bagnères-de-Bigorre
DESC847039,DESC153160,Betpouey
DESC856347,DESC153160,Bonnemazon
DESC871821,DESC153160,Esquièze-Sère
DESC871730,DESC153160,Esteres Luz
DESC871765,DESC153160,Esterre
DESC846843,DESC153160,Laborde
DESC847072,DESC153160,Lecumberzy
DESC871869,DESC153160,Les Eaux-Bonnes
DESC139722,DESC153160,Lourdes
DESC875176,DESC153160,Momères
DESC871712,DESC153160,Nestier
DESC846832,DESC153160,Recurt
DESC847894,DESC153160,Saint-Lézer
DESC140685,DESC153160,Saint-Savin (Hautes-Pyrénées)
DESC146260,DESC153160,Tarbes
DESC853519,DESC153160,Tardets
DESC856122,DESC153160,Vielle-Aure
DESC149280,DESC137879,Lot
DESC146910,DESC149280,Souillac
DESC141923,DESC137879,Tarn
DESC154766,DESC141923,Albi
DESC917702,DESC141923,Carmaux
DESC140683,DESC141923,Castres
DESC148080,DESC141923,Lavaur
DESC141870,DESC137879,Tarn-et-Garonne
DESC140877,DESC141870,Moissac
DESC148249,DESC141870,Montauban
DESC139020,DESC155340,Pays basque
DESC845516,DESC139020,Guipuzcoa
DESC147326,DESC155340,Pays-de-la-Loire (région)
DESC153165,DESC147326,Loire-Atlantique
DESC871625,DESC153165,Herbignac
DESC844788,DESC153165,La Baule
DESC847497,DESC153165,Landieul
DESC920160,DESC153165,Mouzeil
DESC147744,DESC153165,Nantes
DESC153166,DESC153165,Saint-Nazaire
DESC152616,DESC147326,Maine-et-Loire
DESC137707,DESC152616,Angers
DESC139157,DESC152616,Fontevraud
DESC996102,DESC152616,Puy-Notre-Dame
DESC153190,DESC147326,Mayenne
DESC847687,DESC153190,Ambrières (Mayenne)
DESC1139324,DESC153190,Château-Gontier
DESC136905,DESC153190,Laval (France)
DESC147572,DESC147326,Sarthe
DESC153547,DESC147572,La Ferté-Bernard
DESC152725,DESC147572,La Flèche
DESC147571,DESC147572,Le Mans
DESC147325,DESC147326,Vendée
DESC771137,DESC147325,Challans
DESC832424,DESC147325,lle d'Yeu
DESC144045,DESC147325,Luçon
DESC147331,DESC155340,Provence-Alpes-Côte-d'Azur (région)
DESC147332,DESC147331,Alpes-de-Haute-Provence
DESC856324,DESC147332,Dauphin
DESC153170,DESC147332,Digne
DESC153171,DESC147332,Entrevaux
DESC153172,DESC147332,Forcalquier
DESC153173,DESC147332,Manosque
DESC1165055,DESC147332,Quinson
DESC153174,DESC147332,Riez
DESC153175,DESC147332,Sisteron
DESC146458,DESC147331,Alpes-Maritimes
DESC146459,DESC146458,Antibes
DESC146460,DESC146458,Breil
DESC139543,DESC146458,Clans
DESC146462,DESC146458,Escarène
DESC146463,DESC146458,Fontan
DESC146464,DESC146458,Grasse
DESC146465,DESC146458,La Brigue
DESC846782,DESC146458,Menton
DESC146467,DESC146458,Nice
DESC856170,DESC146458,Saint-Cézaire
DESC146469,DESC146458,Saorge
DESC146470,DESC146458,Solliès-Ville
DESC146471,DESC146458,Sospel
DESC146472,DESC146458,Tende
DESC984792,DESC146458,Vallauris
DESC1050256,DESC146458,Villefranche-sur-Mer
DESC149455,DESC147331,Bouches-du-Rhône
DESC146888,DESC149455,Aix-en-Provence
DESC138258,DESC149455,Arles
DESC149456,DESC149455,Aubagne
DESC149457,DESC149455,Eyguières
DESC1165051,DESC149455,Les Baux de Provence
DESC854083,DESC149455,Maillane
DESC146756,DESC149455,Marseille
DESC149458,DESC149455,Saintes-Maries-de-la-Mer
DESC149459,DESC149455,Saint-Rémy-de-Provence
DESC147900,DESC149455,Tarascon
DESC146254,DESC147331,Hautes-Alpes
DESC146253,DESC146254,Embrun
DESC153168,DESC146254,Gap
DESC853089,DESC146254,Queyras
DESC137387,DESC147331,Provence
DESC149354,DESC147331,Var
DESC851408,DESC149354,Bandol
DESC139553,DESC149354,Barjols
DESC148246,DESC149354,Fréjus
DESC137748,DESC149354,Hyères
DESC149357,DESC149354,La Ciotat
DESC149359,DESC149354,Lorgues
DESC149361,DESC149354,Pignans
DESC149362,DESC149354,Saint-Maximin du Var
DESC149363,DESC149354,Saint-Maximin-de-Provence
DESC148486,DESC149354,Saint-Maximin-la-Sainte-Baume
DESC149364,DESC149354,Saint-Raphaël
DESC919891,DESC149354,Salernes
DESC149365,DESC149354,Six-Fours
DESC149367,DESC149354,Toulon
DESC148877,DESC149354,Tourves
DESC141382,DESC147331,Vaucluse
DESC147154,DESC141382,Avignon
DESC153285,DESC141382,Bollène
DESC150356,DESC141382,Bonnieux
DESC150362,DESC141382,Caromb
DESC148210,DESC141382,Carpentras
DESC147128,DESC141382,Cavaillon
DESC150364,DESC141382,Cucuron
DESC150294,DESC141382,Gordes
DESC154566,DESC141382,L'Isle-sur-la-Sorgue
DESC154561,DESC141382,Malaucène
DESC150375,DESC141382,Pernes
DESC872494,DESC141382,Pertuis
DESC1010072,DESC141382,Vaison-la-Romaine
DESC155049,DESC155340,Pyrénées
DESC850849,DESC155049,Basse-Navarre
DESC153160,DESC155049,Hautes-Pyrénées
DESC846821,DESC153160,Aventignan
DESC856383,DESC153160,Ayzac-Ost
DESC1152369,DESC153160,Bagnères-de-Bigorre
DESC847039,DESC153160,Betpouey
DESC856347,DESC153160,Bonnemazon
DESC871821,DESC153160,Esquièze-Sère
DESC871730,DESC153160,Esteres Luz
DESC871765,DESC153160,Esterre
DESC846843,DESC153160,Laborde
DESC847072,DESC153160,Lecumberzy
DESC871869,DESC153160,Les Eaux-Bonnes
DESC139722,DESC153160,Lourdes
DESC875176,DESC153160,Momères
DESC871712,DESC153160,Nestier
DESC846832,DESC153160,Recurt
DESC847894,DESC153160,Saint-Lézer
DESC140685,DESC153160,Saint-Savin (Hautes-Pyrénées)
DESC146260,DESC153160,Tarbes
DESC853519,DESC153160,Tardets
DESC856122,DESC153160,Vielle-Aure
DESC141946,DESC155049,Pyrénées-Atlantiques
DESC154762,DESC141946,Bayonne
DESC917046,DESC141946,Gan
DESC856283,DESC141946,Gèdre
DESC868666,DESC141946,Laruns
DESC846916,DESC141946,Oloron-Sainte-Marie
DESC773973,DESC141946,Saint-Jean-de-Luz
DESC875061,DESC141946,Soule
DESC853613,DESC141946,Vallée d'Ossau
DESC152653,DESC155049,Pyrénées-Orientales
DESC151376,DESC152653,Arles-sur-Tech
DESC832595,DESC152653,Céret
DESC875244,DESC152653,Espira-de-l'Agly
DESC151378,DESC152653,Ille-sur-Têt
DESC147224,DESC152653,Perpignan
DESC854429,DESC152653,Planes
DESC142484,DESC152653,Saint-Guillem-de-Combert
DESC151373,DESC152653,Vinca
DESC852883,DESC155340,Rouergue
DESC144399,DESC155340,Saint-Pierre-et-Miquelon
DESC152663,DESC155340,Touraine
DESC152662,DESC152663,Indre-et-Loire
DESC152664,DESC152662,Amboise
DESC921368,DESC152662,Ligueil
DESC152665,DESC152662,Tours
DESC934898,DESC900710,Gaule
DESC155107,DESC900710,Grèce
DESC141252,DESC155107,Athènes
DESC153482,DESC155107,Corinthe
DESC138087,DESC155107,Crète
DESC1133681,DESC155107,Epire
DESC147574,DESC155107,Iles des Cyclades
DESC137200,DESC155107,Olympie
DESC154320,DESC155107,Péloponèse
DESC846282,DESC155107,Souffli
DESC154648,DESC900710,Hongrie
DESC153542,DESC154648,Budaors
DESC154637,DESC154648,Budapest
DESC925726,DESC154648,Gyor (cité)
DESC846330,DESC154648,Nograd
DESC147343,DESC900710,Irlande
DESC962828,DESC147343,Donegal
DESC147188,DESC147343,Dublin
DESC1152108,DESC147343,Galway
DESC68487,DESC147343,Milton-Malbay
DESC137949,DESC900710,Islande
DESC155360,DESC900710,Italie
DESC1019265,DESC155360,Abruzzes
DESC148181,DESC155360,Agrigente
DESC137950,DESC155360,Ancône
DESC153948,DESC155360,Aoste
DESC147857,DESC155360,Arzignano
DESC146289,DESC155360,Ascoli Piceno
DESC138601,DESC155360,Assise
DESC155311,DESC155360,Bari
DESC138236,DESC155360,Bazzano
DESC150515,DESC155360,Bergame
DESC153461,DESC155360,Bientina
DESC147734,DESC155360,Bologne
DESC139316,DESC155360,Bolzano
DESC147036,DESC155360,Brescia
DESC148209,DESC155360,Bressanone
DESC147859,DESC155360,Budrio
DESC139422,DESC155360,Calabre
DESC1017589,DESC139422,Bisignano
DESC153624,DESC155360,Campi
DESC1055524,DESC155360,Campomorone
DESC150708,DESC155360,Caserta
DESC153532,DESC155360,Castelbologne
DESC154878,DESC155360,Castelfidardo
DESC1049392,DESC155360,Castelli
DESC143115,DESC155360,Catajo
DESC846210,DESC155360,Catanzaro
DESC154899,DESC155360,Chiaravalle
DESC155362,DESC155360,Chieti
DESC153416,DESC155360,Collescipoli
DESC147193,DESC155360,Crema
DESC144436,DESC155360,Crémone
DESC923551,DESC155360,Cuneo
DESC137875,DESC155360,Emilie-Romagne
DESC155208,DESC155360,Faenza
DESC155363,DESC155360,Ferrare
DESC154719,DESC155360,Florence
DESC153508,DESC155360,Frascati
DESC68416,DESC155360,Frioul (Italie)
DESC154846,DESC155360,Gênes
DESC149010,DESC155360,Gorizia
DESC155095,DESC155360,Isernia
DESC139772,DESC155360,Isola Bella
DESC137828,DESC155360,Istrie
DESC148903,DESC155360,Ivrea
DESC846234,DESC155360,Latium
DESC142480,DESC155360,Ligurie
DESC137157,DESC155360,Livourne
DESC155171,DESC155360,Lombardie
DESC1130238,DESC155171,Fusine
DESC147112,DESC155360,Lucques
DESC154525,DESC155360,Macerata
DESC846258,DESC155360,Maletto
DESC147018,DESC155360,Mantoue
DESC154523,DESC155360,Marches (région)
DESC139081,DESC155360,Meran
DESC155364,DESC155360,Messine
DESC143117,DESC155360,Mezzogiorno
DESC146877,DESC155360,Milan
DESC155196,DESC155360,Modène
DESC143453,DESC155360,Modica
DESC147027,DESC155360,Molise
DESC147520,DESC155360,Montagnana
DESC147562,DESC155360,Montiglio Monferrato
DESC147181,DESC155360,Naples
DESC154706,DESC155360,Novara
DESC155260,DESC155360,Novi Ligure
DESC143191,DESC155360,Ombrie
DESC143464,DESC155360,Oneglia
DESC147834,DESC155360,Padoue
DESC147199,DESC155360,Palerme
DESC154971,DESC155360,Parme
DESC1116542,DESC155360,Pavia
DESC155365,DESC155360,Pentema
DESC153417,DESC155360,Pérouse
DESC154642,DESC155360,Pesaro Urbino
DESC143245,DESC155360,Piasco
DESC141278,DESC155360,Piémont
DESC942851,DESC141278,Coni (ville)
DESC155135,DESC141278,Saluces
DESC139720,DESC155360,Pise
DESC147554,DESC155360,Pistoia
DESC155263,DESC155360,Plaisance
DESC150883,DESC155360,Pompéi
DESC138399,DESC155360,Ravenne
DESC872403,DESC155360,Recanati
DESC155226,DESC155360,Reggio Emilia
DESC138272,DESC155360,Rimini
DESC148231,DESC155360,Rome
DESC1008853,DESC155360,Ruvo di Puglia
DESC922686,DESC155360,Salo
DESC846666,DESC155360,San Giminiano
DESC155255,DESC155360,San Remo
DESC138592,DESC155360,Sardaigne
DESC139142,DESC155360,Saronno
DESC938699,DESC155360,Savone
DESC153248,DESC155360,Sicile
DESC155221,DESC155360,Sienne
DESC137359,DESC155360,Sorrente
DESC847290,DESC155360,Stresa
DESC147862,DESC155360,Sulmona
DESC139380,DESC155360,Toscane
DESC136719,DESC155360,Trente
DESC149668,DESC155360,Trentin
DESC142785,DESC155360,Trévise
DESC155345,DESC155360,Trieste
DESC154687,DESC155360,Turin
DESC148215,DESC155360,Udine
DESC137534,DESC155360,Urbino
DESC146150,DESC155360,Varallo
DESC850987,DESC155360,Varèse
DESC142403,DESC155360,Vatican
DESC1012692,DESC155360,Venetie
DESC1012694,DESC1012692,Fazioli
DESC155366,DESC1012692,Venise
DESC852325,DESC155360,Vercelli
DESC146615,DESC155360,Vérone
DESC148216,DESC155360,Vicence
DESC155253,DESC155360,Vintimille
DESC144557,DESC900710,Luxembourg
DESC151391,DESC144557,Arlon
DESC155237,DESC900710,Macédoine
DESC155238,DESC155237,Skopie
DESC138090,DESC900710,Malte
DESC141635,DESC900710,Moldavie
DESC141639,DESC141635,Chisinau
DESC144558,DESC900710,Monaco
DESC146823,DESC900710,Pays-Bas
DESC139493,DESC146823,Alkmaar
DESC146827,DESC146823,Amsterdam
DESC146831,DESC146823,Cuijk
DESC1101259,DESC146823,Delft
DESC959181,DESC146823,Eelde
DESC146837,DESC146823,Enschede
DESC146840,DESC146823,Gorinchem
DESC146841,DESC146823,Gouda
DESC137029,DESC146823,Groningen
DESC954164,DESC146823,Haarlem
DESC146848,DESC146823,Hollande
DESC146849,DESC146823,Hoofstraat
DESC146851,DESC146823,Kampen
DESC146852,DESC146823,La Haye
DESC146854,DESC146823,Leiden
DESC146856,DESC146823,Maastricht
DESC146858,DESC146823,Midwolde
DESC146861,DESC146823,Nijkerk
DESC146862,DESC146823,Nimègue
DESC146864,DESC146823,Passau
DESC146865,DESC146823,Rotterdam
DESC146867,DESC146823,Schoonhoven
DESC146869,DESC146823,Tilbourg
DESC146870,DESC146823,Uithuizen
DESC145482,DESC146823,Utrecht
DESC136975,DESC146823,Zwolle
DESC154809,DESC900710,Pologne
DESC144598,DESC154809,Breslau
DESC919206,DESC154809,Cracovie
DESC784540,DESC154809,Gdansk
DESC846567,DESC154809,Lubusk
DESC845063,DESC154809,Neisse
DESC833727,DESC154809,Poznan
DESC144774,DESC154809,Silésie
DESC150893,DESC154809,Varsovie
DESC154129,DESC154809,Wegorzewo
DESC138311,DESC154809,Zakopane
DESC154768,DESC900710,Portugal
DESC952798,DESC154768,Açores
DESC140609,DESC154768,Evora
DESC1009460,DESC154768,Fatima
DESC154769,DESC154768,Lisbonne
DESC1040461,DESC154768,Mafra
DESC154770,DESC154768,Porto
DESC154652,DESC900710,République tchèque
DESC147622,DESC154652,Bohème
DESC154644,DESC147622,Prague
DESC151366,DESC147622,Schoenbach (Bohème)
BRNO,DESC154652,Brno
DESC846561,DESC154652,Chodsko-Domazlice
DESC973744,DESC154652,Karlovy Vary
DESC154654,DESC154652,Kraslice
DESC1138489,DESC154652,Luby
DESC139599,DESC154652,Moravie
DESC1012452,DESC139599,Hana (Région)
DESC139347,DESC154652,Ocova
DESC152130,DESC154652,Olomouc
DESC139340,DESC154652,Oravska Polhora
DESC154644,DESC154652,Prague
DESC154658,DESC900710,Roumanie
DESC139861,DESC154658,Bucarest
DESC846306,DESC154658,Hunedoara
DESC145598,DESC154658,Iassy
DESC997976,DESC154658,Transylvanie
DESC1021625,DESC997976,Harman
DESC67837,DESC154658,Valachie
DESC146633,DESC900710,Royaume-Uni
DESC146639,DESC146633,Angleterre
DESC146641,DESC146639,Axonia
DESC146642,DESC146639,Baildon
DESC1083606,DESC146639,Bath
DESC145515,DESC146639,Bethersden
DESC1079793,DESC146639,Billingshirst
DESC142352,DESC146639,Birmingham
DESC146646,DESC146639,Blackburn
DESC146647,DESC146639,Bolton
DESC847160,DESC146639,Bournemouth
DESC146649,DESC146639,Brighton
DESC146650,DESC146639,Bristol
DESC146653,DESC146639,Cambridge
DESC146654,DESC146639,Canterbury
DESC146231,DESC146639,Colchester
DESC146656,DESC146639,Cornouailles
DESC855590,DESC146639,Coventry
DESC136697,DESC146639,Devon
DESC146660,DESC146639,Dorset
DESC137355,DESC146639,Durham
DESC146664,DESC146639,Ely
DESC143934,DESC146639,Eton
DESC146666,DESC146639,Exeter
DESC146668,DESC146639,Finchcocks (Kent)
DESC146670,DESC146639,Gloucester
DESC884844,DESC146639,Glyndebourne
DESC146672,DESC146639,Greenwich
DESC146141,DESC146639,Halifax
DESC146679,DESC146639,Huddersfield
DESC1011851,DESC146639,Islington
DESC1040503,DESC146639,Ledbury
DESC146683,DESC146639,Liverpool
DESC934299,DESC146639,Llandaff
DESC146684,DESC146639,Londres
DESC146685,DESC146639,Manchester
DESC146688,DESC146639,Marylebone
DESC146689,DESC146639,Milton Keynes
DESC146692,DESC146639,Newark
DESC1000344,DESC146639,Newcastle
DESC146693,DESC146639,Northampton
DESC146696,DESC146639,Northumberland
DESC146697,DESC146639,Nottingham
DESC146146,DESC146639,Oldham
DESC139093,DESC146639,Oxford
DESC934329,DESC146639,Peterborough
DESC146704,DESC146639,Salford
DESC137775,DESC146639,Salisbury
DESC138598,DESC146639,Semley
DESC146706,DESC146639,Sheffield
DESC146709,DESC146639,Southwark
DESC146711,DESC146639,Stamford
DESC146715,DESC146639,Tamise
DESC142360,DESC146639,Taunton
DESC145743,DESC146639,Tiverton
DESC138219,DESC146639,Torquay
DESC1006314,DESC146639,Twickenham
DESC139532,DESC146639,Wells
DESC137386,DESC146639,West Dean
DESC137052,DESC146639,Westminster
DESC146719,DESC146639,Wolverhampton
DESC155174,DESC146633,Ecosse
DESC155175,DESC155174,Aberdeen
DESC139060,DESC155174,Edimbourg
DESC153634,DESC155174,Glasgow
DESC67214,DESC146633,Grande-Bretagne
DESC1007892,DESC67214,Gosports
DESC812558,DESC146633,Iles Hébrides
DESC146634,DESC146633,Irlande du Nord
DESC147843,DESC146634,Belfast
DESC144030,DESC146633,Jersey
DESC139475,DESC146633,Pays de Galles
DESC147338,DESC900710,Russie
DESC1002312,DESC147338,Bachkirie
DESC141479,DESC147338,Barnaoul
DESC850661,DESC147338,BU MOCKB
DESC147105,DESC147338,Carélie
DESC141465,DESC147338,Iekaterinbourg
DESC141488,DESC147338,Irkoutsk
DESC147339,DESC147338,Kaliningrad
DESC830283,DESC147338,Kalmoukie
DESC141455,DESC830283,Astrakhan
DESC141483,DESC147338,Kemerovo
DESC141485,DESC147338,Krasnoïarsk
DESC141459,DESC147338,Louhansk
DESC144835,DESC147338,Moscou
DESC875725,DESC147338,Nijni Novgorod
DESC141444,DESC147338,Novgorod
DESC141473,DESC147338,Novossibirsk
DESC141469,DESC147338,Omsk
DESC141449,DESC147338,Oulianovsk
DESC147289,DESC147338,Saint-Pétersbourg
DESC141446,DESC147338,Saratov
DESC147340,DESC147338,Sibérie
DESC1002311,DESC147340,Bouriatie
DESC141467,DESC147338,Tcheliabinsk
DESC141476,DESC147338,Tomsk
DESC1131750,DESC147338,Touva
DESC141441,DESC147338,Tver
DESC141452,DESC147338,Volgograd
DESC141461,DESC147338,Vorkouta
DESC144560,DESC900710,Scandinavie
DESC147872,DESC144560,Finlande
DESC147871,DESC147872,Helsinki
DESC143839,DESC147872,Hietaniemi
DESC937393,DESC147872,Kuopio
DESC154741,DESC147872,Laponie
DESC1012272,DESC147872,Turku
DESC145649,DESC144560,Norvège
DESC147981,DESC145649,Bergen
DESC152762,DESC145649,Konsberg
DESC153483,DESC145649,Oslo
DESC1011983,DESC145649,Toten
DESC145648,DESC145649,Trondheim
DESC147980,DESC144560,Suède
DESC143843,DESC147980,Balinge
DESC1010624,DESC147980,Drottningholm
DESC143826,DESC147980,Fredriksborg
DESC147982,DESC147980,Göteborg
DESC138472,DESC147980,Halsingland
DESC143817,DESC147980,Kristianstad
DESC143808,DESC147980,Landskrona
DESC143814,DESC147980,Lund
DESC138435,DESC147980,Malmö
DESC143838,DESC147980,Overtonea
DESC143794,DESC147980,Skane
DESC138473,DESC147980,Stockholm
DESC143811,DESC147980,Torrlosa
DESC147984,DESC147980,Trono
DESC139396,DESC147980,Uppsala
DESC138084,DESC900710,Serbie
DESC139602,DESC900710,Slovaquie
DESC154755,DESC139602,Bratislava
DESC137908,DESC900710,Slovénie
DESC1006040,DESC137908,Crnomelj
DESC146912,DESC900710,Suisse
DESC146913,DESC146912,Alle
DESC146914,DESC146912,Asuel
DESC146915,DESC146912,Augst
DESC146916,DESC146912,Avenches
DESC146917,DESC146912,Bâle
DESC136883,DESC146912,Bassecourt
DESC136763,DESC146912,Bellelay
DESC146918,DESC146912,Berne
DESC146919,DESC146912,Beurnevésin
DESC146920,DESC146912,Bienne
DESC136885,DESC146912,Boécourt
DESC146922,DESC146912,Boncourt
DESC146923,DESC146912,Bonfol
DESC136888,DESC146912,Bourrignon
DESC146924,DESC146912,Bresseaucourt
DESC146878,DESC146912,Brienz
DESC146925,DESC146912,Buix
DESC146927,DESC146912,Bure
DESC146926,DESC146912,Burgdorf
DESC1006025,DESC146912,Cavigliano
DESC146928,DESC146912,Charmey
DESC146929,DESC146912,Charmoille
DESC146930,DESC146912,Chevenez
DESC146931,DESC146912,Coeuve
DESC136893,DESC146912,Corban
DESC146932,DESC146912,Cornol
DESC146933,DESC146912,Cossonay
DESC136896,DESC146912,Courchapoix
DESC146934,DESC146912,Courchavon
DESC136900,DESC146912,Courfaivre
DESC146935,DESC146912,Courgenay
DESC136903,DESC146912,Courrendlin
DESC136908,DESC146912,Courroux
DESC146936,DESC146912,Courtedoux
DESC146937,DESC146912,Courtemaîche
DESC136910,DESC146912,Courtetelle
DESC146938,DESC146912,Damphreux
DESC146939,DESC146912,Damvant
DESC136920,DESC146912,Delémont
DESC136923,DESC146912,Develier
DESC146940,DESC146912,Einsiedeln
DESC136736,DESC146912,Epauvillers
DESC852166,DESC146912,Essert et Champvent
DESC146941,DESC146912,Fahy
DESC146942,DESC146912,Fontenais
DESC898365,DESC146912,Frauenfeld
DESC146943,DESC146912,Fribourg
DESC138233,DESC146912,Genève
DESC136926,DESC146912,Glovelier
DESC146944,DESC146912,Grandfontaine
DESC1006117,DESC146912,Gruyères
DESC146946,DESC146912,Jura (Canton)
DESC1006077,DESC146912,Kriens
DESC146405,DESC146912,La Chaux-de-Fonds
DESC136731,DESC146912,Lajoux
DESC1006449,DESC146912,Langnau
DESC146950,DESC146912,L'Auberson
DESC146952,DESC146912,Lausanne
DESC136729,DESC146912,Le Noirmont
DESC136726,DESC146912,Les Bois (Suisse)
DESC136721,DESC146912,Les Breuleux
DESC136754,DESC146912,Les Genevez
DESC136749,DESC146912,Les Pommerats
DESC146953,DESC146912,Liestal
DESC136930,DESC146912,Lucelle
DESC146954,DESC146912,Lucerne
DESC142112,DESC146912,Martigny
DESC136933,DESC146912,Mervelier
DESC146955,DESC146912,Miécourt
DESC136745,DESC146912,Montfaucon
DESC146956,DESC146912,Monthey
DESC146957,DESC146912,Montignez
DESC136935,DESC146912,Montsevelier
DESC136939,DESC146912,Movelier
DESC146959,DESC146912,Münster (Suisse)
DESC146960,DESC146912,Näfels
DESC146961,DESC146912,Neuchâtel
DESC933871,DESC146912,Oberhofen
DESC146962,DESC146912,Ocourt
DESC146963,DESC146912,Payerne
DESC938674,DESC146912,Pfäffikon
DESC136942,DESC146912,Pleigne
DESC146964,DESC146912,Porrentruy
DESC136944,DESC146912,Rebeuvelier
DESC146965,DESC146912,Reckingen
DESC146966,DESC146912,Réclère
DESC146967,DESC146912,Rocourt
DESC146968,DESC146912,Romainmôtier
DESC136752,DESC146912,Saignelégier
DESC136740,DESC146912,Saint-Brais
DESC143280,DESC146912,Sainte-Croix
DESC815008,DESC146912,Saint-Gall-Neudorf
DESC146970,DESC146912,Saint-Ursanne
DESC136759,DESC146912,Saulcy
DESC146974,DESC146912,Seewen
DESC146975,DESC146912,Sion
DESC136743,DESC146912,Soubey
DESC136948,DESC146912,Soulce
DESC136951,DESC146912,Soyhières
DESC1044218,DESC146912,Tessin (Région)
DESC1044219,DESC1044218,Lugano
DESC143325,DESC146912,Teufenthal
DESC1006204,DESC146912,Thoune
DESC146977,DESC146912,Toggenburg
DESC136954,DESC146912,Undervelier
DESC1006226,DESC146912,Val d'Hérens
DESC146978,DESC146912,Valais
DESC146979,DESC146912,Vaud (Canton)
DESC146980,DESC146912,Vendlincourt
DESC136956,DESC146912,Vermes
DESC146981,DESC146912,Vevey
DESC136962,DESC146912,Vicques
DESC146983,DESC146912,Winterthur
DESC146457,DESC146912,Yverdon-les-Bains
DESC146984,DESC146912,Zurich
DESC144559,DESC900710,Tchécoslovaquie
DESC144561,DESC900710,Turquie
DESC884339,DESC144561,Anatolie
DESC154174,DESC144561,Ankara
DESC154175,DESC144561,Constantinople
DESC149085,DESC144561,Istanbul
DESC154164,DESC144561,Kurdistan
DESC154176,DESC144561,Smyrne
DESC146446,DESC144561,Trebizonde
DESC139940,DESC900710,Ukraine
DESC1138777,DESC139940,Crimée
DESC141507,DESC139940,Dnipropetrovsk
DESC141510,DESC139940,Donetsk
DESC141431,DESC139940,Kiev
DESC141459,DESC139940,Louhansk
DESC141513,DESC139940,Lvov
DESC151445,DESC139940,Mézine
DESC141434,DESC139940,Odessa
DESC141504,DESC139940,Rivne
DESC141501,DESC139940,Soumy
DESC847647,DESC139940,Tchernigov
DESC141494,DESC139940,Tchernivtsi
DESC141497,DESC139940,Vinnytsia
DESC152575,DESC900710,Urss
