id,parents,labels
DESC145327,DESC145290,Norsk folkemuseum (Oslo)
DESC145328,DESC145290,Novgorod center of musical antiquities
DESC145329,DESC145290,Oberösterreichisschen Landesmuseum (Linz)
DESC144483,DESC145290,"O'Neill collection (University of California, Berkeley)"
DESC145330,DESC145290,Osterreichisches Museum für Volkskunde (Wien)
DESC145331,DESC145290,Palais des beaux-arts (Lille)
DESC1051249,DESC145290,Palais Lascaris (Nice)
DESC145332,DESC145290,Palais Masséna (Nice)
DESC145333,DESC145290,Palazzo comunale (Cremone)
DESC1151746,DESC145290,"Palazzo Pitti (Firenze, Italia)"
DESC145334,DESC145290,Percussive Arts Society Museum (Lawton / USA)
DESC1087792,DESC145290,Piccolo Museo della Pieta Antonio Vivaldi (Venezia)
DESC145335,DESC145290,Pitt Rivers Museum (Oxford R-U)
DESC145336,DESC145290,Pokrajinski muzej Ptuj (Ptuj / Slovénie)
DESC1012283,DESC145290,Ralph McDonald instruments' Collection
DESC145337,DESC145290,Richard-Wagner-Museum (Lucerne)
DESC1061794,DESC145290,Rijksmuseum (Amsterdam)
DESC145338,DESC145290,Ringve Museum (Trondheim / Norvège)
DESC145339,DESC145290,Robert-und-Clara-Schumann-Haus
DESC145340,DESC145290,Roy Acuff's musical collection (Opryland / USA)
DESC145341,DESC145290,Royal academy of music (London)
DESC145342,DESC145290,Royal college of music museum of instruments (Londres)
DESC1067314,DESC145290,Royal Conservatoire of Scotland (Glasgow)
DESC142999,DESC145290,Rubin academy of music (Jerusalem)
DESC145343,DESC145290,Ruhr-Universität Bochum Musikwissenschaftliches Institut
DESC145344,DESC145290,Salzburger Barockmuseum
DESC809944,DESC145290,Sammlung alter musikinstrumente der hochschule für musik (Berlin)
DESC145345,DESC145290,San Diego museum of art
DESC145346,DESC145290,San Telmo museoko
DESC145347,DESC145290,Schambach collection (New York)
DESC145348,DESC145290,Schlossmuseum (Quedlinburg)
DESC145349,DESC145290,Schlossmuseum (Sondershausen)
DESC145350,DESC145290,Schubert club museum of musical instruments (St Paul / USA)
DESC145351,DESC145290,Schweizerisches Landesmuseum (Zürich)
DESC139726,DESC145290,Service culturel
DESC1136197,DESC145290,"Sigal Music Museum (Greenville, SC)"
DESC145352,DESC145290,Slovenske narodne muzeum (Bratislava / Slovaquie)
DESC145353,DESC145290,Snyk (collection)
DESC145354,DESC145290,South Kensington museum (Royaume Uni)
DESC931324,DESC145290,Staatliche Kunsthalle Karlsruhe
DESC145355,DESC145290,Staatliche Kunstsammlungen (Dresden)
DESC153384,DESC145355,Gemaldegalerie neue Meister (Dresden)
DESC145356,DESC145290,Staatliches Kunst Historisches Museum (Dresde)
DESC145358,DESC145290,Stadtmuseum (Munich)
DESC145359,DESC145290,"State Institute of theatre, music and cinematography (Leningrad)"
DESC145360,DESC145290,Stearns collection (Ann Arbor / USA)
DESC145361,DESC145290,Stedelijk Gruuthusemuseum (Bruges)
DESC145362,DESC145290,Technisches Museum (Vienne / Autriche)
DESC1012462,DESC145290,The Kromeriz music collection
DESC961779,DESC145290,The museum of modern art (New-York)
DESC1151733,DESC145290,The Pierpont Morgan Library (New York)
DESC145364,DESC145290,Trompetenmuseum (Bad Sackingen)
DESC145365,DESC145290,Ueno Gakuen College (Tokyo)
DESC139735,DESC145290,Universidad nacional de La Plata (Argentine)
DESC145366,DESC145290,University of Pennsylvania museum of archaeology and anthropology (Etats-Unis)
DESC140612,DESC145290,Victoria and Albert museum (Londres)
DESC1111629,DESC145290,Villa Médicis (Rome)
DESC145367,DESC145290,Vleeshuis Museum (Anvers)
DESC145368,DESC145290,Warwickshire Museum (Warwick / R-U)
DESC145370,DESC145290,Yale University collection of musical instruments (New Haven / USA)
DESC145385,DESC145290,Zenetörténeti Muzeum (Budapest)
DESC137816,DESC155435,Conservation prédictive
DESC137811,DESC155435,Conservation préventive
DESC155446,DESC155435,Dégradation
DESC152840,DESC155446,Catastrophe naturelle
DESC151309,DESC155446,Corrosion
DESC1040609,DESC155446,Décoloration
DESC155447,DESC155446,Déformation
DESC137752,DESC155446,Endommagement
DESC834861,DESC137752,Fente
Fracture,DESC137752,Fracture
DESC137754,DESC155446,Fatigue
DESC152839,DESC155446,Incendie
DESC138254,DESC155446,Inondation
DESC149218,DESC155446,Oxydation
DESC153134,DESC155446,Patine
DESC143263,DESC155446,Pollution
DESC143273,DESC155446,Poussière
DESC137746,DESC155446,Rupture
DESC827316,DESC155446,Sueur
DESC147760,DESC155446,Sulfuration
DESC151305,DESC155446,Vieillissement
DESC152836,DESC155446,Vol
DESC138571,DESC155435,Désinfection
DESC744373,DESC138571,Anoxie
DESC137798,DESC138571,Bromure de méthyle
DESC152923,DESC138571,Desinsectisation
DESC143255,DESC152923,Insecte
DESC143254,DESC143255,Capricorne
DESC1081648,DESC143255,Papillon
DESC155452,DESC143255,Termite
DESC155453,DESC143255,Vrillette
DESC137794,DESC138571,Fumigation
DESC137802,DESC138571,Oxyde d'éthylène
DESC155460,DESC138571,Parasite
DESC137808,DESC138571,Traitement fongicide
DESC155448,DESC137808,Champignon
DESC155468,DESC155435,Examen (analyse scientifique)
DESC151695,DESC155468,Analyse chimique
DESC153269,DESC155468,Analyse non destructive
DESC152230,DESC155468,Analyse numérique
DESC151683,DESC155468,Analyse physico-chimique
DESC153271,DESC155468,Analyse quantitative
DESC155469,DESC155468,Archéométrie
DESC153199,DESC155468,Caractérisation
DESC155470,DESC155468,Colorimétrie
DESC152618,DESC155468,Contrôle
DESC155472,DESC155468,Dendrochronologie
DESC155473,DESC155468,Description
DESC155475,DESC155468,Endoscopie
DESC148436,DESC155468,Expertise
DESC148438,DESC148436,Attribution
DESC148439,DESC148436,Datation
DESC148440,DESC148436,Estimation
DESC826813,DESC148436,Xylologie
DESC147279,DESC155468,Gammagraphie
DESC1037086,DESC155468,Imagerie
DESC146730,DESC155468,Laser
DESC155476,DESC155468,Mesure
DESC889652,DESC155476,Dosimetre
DESC152231,DESC155468,Mesure optique
DESC148457,DESC155468,Morphologie
DESC145860,DESC155468,Photogrammetrie
DESC155477,DESC155468,Poids
DESC155478,DESC155468,Proportion
DESC143137,DESC155468,Radiographie
DESC151692,DESC143137,Méthode Pixe
DESC143135,DESC143137,Scanner
DESC137791,DESC155468,Rayon infrarouge
DESC137787,DESC155468,Rayon ultraviolet
DESC151312,DESC155468,Reflectographie
DESC147209,DESC155468,Spectroscopie
DESC153274,DESC155468,Stratigraphie
DESC68677,DESC155468,Test
DESC805958,DESC155468,Thermographie
DESC800483,DESC155468,Volume
DESC151687,DESC155435,Exposition
DESC154488,DESC151687,Exposition universelle
DESC151686,DESC151687,Support
DESC154489,DESC151687,Vitrine
DESC154717,DESC155435,Jouabilité
DESC148739,DESC155435,Muséographie
DESC149225,DESC148739,Inventaire
DESC67418,DESC155435,Patrimoine
DESC148420,DESC67418,Meuble
DESC148330,DESC148420,Pupitre
DESC148421,DESC148330,Lutrin
DESC154512,DESC148420,Retable
DESC1133758,DESC148420,Table
DESC148332,DESC148420,Tabouret
DESC154510,DESC67418,Monument
DESC139398,DESC67418,Patrimoine classé
DESC1067501,DESC67418,Patrimoine culturel immatériel
DESC67275,DESC67418,Patrimoine musical
DESC1126925,DESC155435,Provenance
DESC898579,DESC155435,Réaménagement
DESC137264,DESC155435,Réserve
DESC155516,DESC155435,Restauration
DESC137824,DESC155516,Consolidation
DESC152829,DESC155516,Désacidification
DESC142458,DESC155516,Electrolyse
DESC146337,DESC155516,Electrophorèse
DESC152953,DESC155516,Entretien (restauration)
DESC153565,DESC155516,Laboratoire de restauration
DESC144946,DESC155516,Nettoyage
DESC144945,DESC144946,Solvant
DESC143003,DESC155516,Préservation
DESC152615,DESC143003,Climatisation
DESC151520,DESC152615,Climatologie
DESC151519,DESC151520,Micro-climat
DESC154405,DESC152615,Humidité
DESC155437,DESC152615,Hygrométrie
DESC155438,DESC152615,Température
DESC152614,DESC152615,Ventilation
DESC155463,DESC143003,Lumière
DESC143002,DESC143003,Sécurité
DESC155517,DESC155516,Réparation
DESC155520,DESC155517,Doublage
DESC155518,DESC155516,Restitution (état matériel)
DESC137820,DESC155516,Réversibilité
DESC1137810,DESC155435,Restitution
DESC151697,DESC155435,Stabilité
DESC154534,DESC155435,Transport
DESC68766,,Documentation
DESC67483,DESC68766,Base de données
DESC67273,DESC68766,Bibliothèque
DESC68925,DESC67273,Bibliothéconomie
DESC67833,DESC67273,Bibliothèque musicale
DESC67914,DESC67273,Bibliothèque Nationale de France
DESC67362,DESC68766,Discothèque
DESC68241,DESC68766,Document
DESC148840,DESC68241,Affiche
DESC67148,DESC68241,Album
DESC68823,DESC68241,Annuaire
DESC152808,DESC68241,Anthologie
DESC149098,DESC68241,Archives
DESC67991,DESC149098,Archives sonores
DESC67284,DESC68241,Atlas géographique
DESC152415,DESC68241,Bande dessinée
DESC68875,DESC68241,Bibliographie
DESC67268,DESC68875,Bibliographie analytique
DESC152810,DESC68241,Brevet d'exploitation
DESC1054137,DESC68241,Brochure de saison
DESC145679,DESC68241,Carte postale
DESC67650,DESC68241,Catalogue
DESC149122,DESC67650,Catalogue de collection
DESC139748,DESC67650,Catalogue de facteur
DESC149123,DESC67650,Catalogue de fournisseur
DESC149124,DESC67650,Catalogue de vente
DESC152864,DESC149124,Catalogue de vente publique
DESC149121,DESC67650,Catalogue d'exposition
DESC68231,DESC67650,Catalogue thématique
DESC154448,DESC68241,Congrès
DESC68544,DESC68241,Critique
DESC152814,DESC68241,Dessin technique
DESC152815,DESC68241,Diagramme
DESC149127,DESC68241,Dictionnaire
DESC68392,DESC68241,Diplôme
DESC67886,DESC68392,Baccalauréat
DESC67885,DESC68392,CAPES
DESC68403,DESC68392,Diplôme d'Etat
DESC67250,DESC68241,Discographie
DESC67660,DESC68241,Document audiovisuel
DESC67666,DESC67660,Clip
DESC67603,DESC67660,Film
DESC67749,DESC67603,Documentaire
DESC68479,DESC67603,Film d'animation
DESC67208,DESC67603,Film musical
DESC1019430,DESC67603,Film pour enfants
DESC67957,DESC67603,Opéra filmé
DESC781621,DESC67603,Portrait d'artiste
DESC68913,DESC67660,Video
DESC68049,DESC68241,Document numérique
DESC146123,DESC68241,Document sonore
DESC138485,DESC146123,Bande magnétique
DESC146124,DESC146123,Cassette audio
DESC146125,DESC146123,Cylindre phonographique
DESC136971,DESC146123,Disque compact
DESC68313,DESC136971,Disque compact pour enfants
DESC146126,DESC146123,Disque noir
DESC68717,DESC68241,Dossier
DESC149134,DESC68241,Encyclopédie
DESC67151,DESC68241,Enquête
DESC68871,DESC68241,Entretien
DESC896716,DESC68241,Etude comparative
DESC67580,DESC68241,Extrait
DESC148986,DESC68241,Facture (comptabilité)
DESC67229,DESC68241,Filmographie
DESC942260,DESC68241,Généalogie
DESC68834,DESC68241,Glossaire
DESC67663,DESC68241,Guide
DESC68506,DESC67663,Guide d'écoute
DESC67203,DESC68241,Iconographie
DESC67767,DESC68241,Index
DESC1067503,DESC68241,Inventaire après décès
DESC67291,DESC68241,Journal
DESC68566,DESC68241,Leçon
DESC149138,DESC68241,Lexique
DESC148944,DESC68241,Livre
DESC67753,DESC148944,Livre pour enfants
DESC68899,DESC148944,Manuel
DESC149146,DESC148944,Méthode instrumentale
DESC137923,DESC68241,Livret
DESC68006,DESC68241,Manuscrit
DESC148939,DESC68006,Correspondance
DESC149190,DESC68006,Dédicace
DESC149191,DESC68006,Parchemin
DESC144023,DESC68006,Signature
DESC67456,DESC68241,Mélanges
DESC68562,DESC68241,Memento
DESC67736,DESC68241,Mémoires
DESC152821,DESC68241,Mode d'emploi
DESC67240,DESC68241,Multimedia
DESC144041,DESC67240,Cederom
DESC150200,DESC68241,Partition
DESC149202,DESC68241,Périodique
DESC152860,DESC149202,Coupure de presse
DESC149203,DESC149202,Presse musicale
DESC145846,DESC68241,Photographie
DESC145851,DESC145846,Détail (vue de )
DESC145856,DESC145846,Plaque de verre
DESC781621,DESC68241,Portrait d'artiste
DESC67841,DESC68241,Précis
DESC140678,DESC68241,Programme de spectacle
DESC68751,DESC68241,Rapport
DESC67773,DESC68241,Recueil
DESC148988,DESC68241,Registre de comptabilité
DESC152824,DESC68241,Relevé
DESC68698,DESC68241,Répertoire
DESC149245,DESC68698,Répertoire (adresses)
DESC68783,DESC68241,Répertoire musical
DESC152825,DESC68241,Schéma
DESC67854,DESC68241,Témoignage
DESC1067502,DESC68241,Testament
DESC68661,DESC68241,Texte officiel
DESC149210,DESC68241,Thèse (ou mémoire)
DESC152826,DESC68241,Timbre-poste
DESC67326,DESC68241,Traité
DESC67431,DESC68241,Usuel
DESC68774,DESC68241,Vocabulaire
DESC67363,DESC68766,Documentation musicale
DESC1022649,DESC68766,Fonds d'archives
DESC67481,DESC68766,Information
DESC146117,DESC68766,Médiathèque
DESC68768,DESC68766,Norme
DESC149091,DESC68766,Source musicale
DESC67490,DESC68766,Techniques documentaires
DESC149220,DESC68766,Traitement documentaire
DESC149095,DESC149220,Archivage
DESC149221,DESC149220,Catalogage
DESC149222,DESC149220,Classification
DESC149229,DESC149222,Typologie
DESC140244,DESC149220,Collectage
DESC1080360,DESC149220,Traitement documentaire (Philharmonie)
DESC1169814,DESC1080360,Base Flora
DESC1096184,DESC1080360,Catégorie de contenu (dossier en ligne)
DESC1100468,DESC1096184,Boîte à outil (dossier en ligne)
DESC1120554,DESC1096184,Conte interactif
DESC1096229,DESC1096184,Exposition (dossier en ligne)
DESC1168478,DESC1096184,Histoires de collections (dossier en ligne)
DESC1099364,DESC1096184,Instrument (dossier en ligne)
DESC1100239,DESC1099364,Instrument jazz (dossier en ligne)
DESC1120555,DESC1096184,Jeu interactif
DESC1099365,DESC1096184,Oeuvre (dossier en ligne)
DESC1101068,DESC1096184,Pièce participative (dossier en ligne)
DESC1099366,DESC1096184,Portrait (dossier en ligne)
DESC1100238,DESC1099366,Portrait de compositeur (dossier en ligne)
DESC1100237,DESC1099366,Portrait de facteur (dossier en ligne)
DESC1100236,DESC1099366,Portrait de jazzman (dossier en ligne)
DESC1104196,DESC1096184,Présentation de concert (dossier en ligne)
DESC1096186,DESC1096184,Zoom sur (dossier en ligne)
DESC1154195,DESC1080360,Dessin technique disponible à la vente
DESC1080363,DESC1080360,Fonds Démos
DESC1032654,DESC1080360,Indexation approfondie
DESC1117464,DESC1080360,Jeunes et familles (sélection de contenus)
DESC1080361,DESC1080360,Musique savante occidentale
DESC1019076,DESC1080360,Oeuvre incontournable du Musée de la musique
DESC1082914,DESC1080360,Ouvrage numérisé
DESC1163020,DESC1080360,Rencontre-signature
DESC152848,DESC68766,Videothèque
DESC67948,,Droit
DESC68764,DESC67948,Droit d'auteur
DESC68527,DESC68764,Société d'auteur
DESC68005,DESC67948,Droit de copie
DESC68378,DESC67948,Droit de la culture
DESC68379,DESC68378,Contrat de la musique
DESC67912,DESC67948,Droit de prêt
DESC68380,DESC67948,Droit du spectacle
DESC68222,DESC67948,Droit social
DESC68381,DESC68222,Droit du travail
DESC68382,DESC68381,Contrat de travail
DESC68376,DESC67948,Droits voisins
DESC574650,DESC67948,Réglementation
DESC154565,DESC67948,Statut juridique
DESC68385,DESC67948,Statut professionnel
DESC68387,DESC68385,Condition de travail
DESC68388,DESC68385,Emploi jeune
DESC68525,DESC68385,Intermittent du spectacle
DESC67868,DESC68385,Statut de l'artiste
DESC67850,DESC68385,Statut de l'enseignant
DESC67819,DESC68385,Statut de l'interprète
DESC67381,DESC68385,Statut du musicien
DESC744604,,Economie
DESC68426,DESC744604,Donnée économique
DESC68427,DESC744604,Economie de la culture
DESC68428,DESC68427,Bien culturel
DESC68429,DESC68427,Budget de la culture
DESC68430,DESC68427,Consommation culturelle
DESC68431,DESC68427,Economie de la musique
DESC68432,DESC68427,Economie du spectacle
DESC68433,DESC68427,Gestion culturelle
DESC148437,DESC68427,Marché de l'art
DESC154493,DESC148437,Acquisition
DESC148436,DESC148437,Expertise
DESC148438,DESC148436,Attribution
DESC148439,DESC148436,Datation
DESC148440,DESC148436,Estimation
DESC826813,DESC148436,Xylologie
DESC150480,DESC148437,Vente
DESC150479,DESC150480,Banc d'essai
DESC153724,DESC150480,Tarif
DESC68434,DESC68427,Marketing culturel
DESC144957,DESC68427,Mécénat
DESC67813,DESC744604,Economie politique
DESC68435,DESC744604,Economie sociale
DESC68436,DESC744604,Entreprise culturelle
DESC68383,DESC744604,Fiscalité
DESC67683,DESC744604,Industrie culturelle
DESC68438,DESC67683,Bureau de concert
DESC67150,DESC67683,Diffusion
DESC67482,DESC67150,Librairie
DESC67598,DESC67150,Médias
DESC67477,DESC67598,Internet
DESC1036354,DESC67477,Musique sur Internet
DESC1005791,DESC67477,Réseaux sociaux
DESC1061032,DESC67477,Web de données
DESC67667,DESC67598,Presse (information)
DESC154570,DESC67598,Radio (media)
DESC800883,DESC154570,Oeuvre radiophonique
DESC67540,DESC67150,Radiodiffusion
DESC67195,DESC67150,Télévision
DESC68822,DESC67683,Diffusion musicale
DESC67919,DESC68822,Label
DESC68325,DESC68822,Lieu de diffusion
DESC67306,DESC68325,Cabaret
DESC67588,DESC68822,Programmation
DESC68443,DESC67683,Distribution musicale
DESC992736,DESC67683,Distribution musicale numérique
DESC148610,DESC67683,Edition
DESC68048,DESC148610,Edition électronique
DESC68757,DESC148610,Edition musicale
DESC150195,DESC68757,Gravure musicale
DESC68757,DESC67683,Edition musicale
DESC150195,DESC68757,Gravure musicale
DESC68825,DESC67683,Industrie musicale
DESC68437,DESC68825,Industrie du disque
DESC67194,DESC68825,Production
DESC67977,DESC67194,Partenariat
DESC154332,DESC68825,Studio d'enregistrement
DESC68442,DESC744604,Marché du travail
DESC68444,DESC744604,Mondialisation
DESC67684,DESC744604,Sciences économiques
DESC155527,,Facture instrumentale
DESC155531,DESC155527,Archèterie
DESC139748,DESC155527,Catalogue de facteur
DESC153116,DESC155527,Colle
DESC153115,DESC153116,Adhésif
DESC147316,DESC155527,Décoration
DESC153329,DESC147316,Chinoiserie
DESC147315,DESC147316,Ciselure
DESC153526,DESC147316,Dorure
DESC155533,DESC147316,Marqueterie
DESC155534,DESC147316,Motif
DESC155567,DESC155534,Ange musicien
DESC155569,DESC155534,Fleur
DESC1103542,DESC155569,Lis
DESC1092456,DESC155569,Tulipe
DESC155584,DESC147316,Papier peint
DESC150553,DESC147316,Pigment
DESC150552,DESC150553,Fluorite
DESC951404,DESC150553,Safran
DESC151690,DESC155527,Enduit
DESC148640,DESC155527,Fabrication
DESC1081350,DESC155527,Impression 3D
DESC144024,DESC155527,Inscription
DESC149190,DESC144024,Dédicace
DESC144019,DESC144024,Marque de facteur
DESC155596,DESC144019,Estampille
DESC144018,DESC144019,Etiquette
DESC144023,DESC144024,Signature
DESC136911,DESC155527,Instrument expérimental
DESC152701,DESC136911,Bruiteur
DESC144168,DESC136911,Violon expérimental
DESC145757,DESC155527,Instrument silencieux
DESC155509,DESC155527,Laque
DESC834358,DESC155527,Liant
DESC153711,DESC155527,Lutherie
DESC146816,DESC155527,Marché instrumental
DESC1127209,DESC146816,Vente publique
DESC155547,DESC155527,Matériau
DESC733102,DESC155547,Acétate de cellulose
DESC151301,DESC155547,Alliage
DESC144437,DESC155547,Ambre
DESC144033,DESC155547,Argile
DESC152168,DESC155547,Bitume
DESC148463,DESC155547,Bois (matériau)
DESC148464,DESC148463,Acajou
DESC1075253,DESC148463,Amarante
DESC984356,DESC148463,Balsa
DESC144433,DESC148463,Bambou
DESC1142181,DESC148463,Bocote
DESC147771,DESC148463,Buis
DESC148466,DESC148463,Cèdre
DESC1040610,DESC148463,Chataîgnier
DESC148467,DESC148463,Chêne
DESC148468,DESC148463,Conifère
DESC148469,DESC148463,Cyprès
DESC148470,DESC148463,Ebène
DESC148471,DESC148463,Epicéa
DESC148472,DESC148463,Erable
DESC148473,DESC148463,Feuillus (famille des)
DESC829453,DESC148463,Frêne
DESC148474,DESC148463,Grenadille
DESC138454,DESC148463,Hêtre
DESC148475,DESC148463,Hêtre rouge
DESC821951,DESC148463,If
DESC1142183,DESC148463,Katalox
DESC1100817,DESC148463,Kauila
DESC1060054,DESC148463,Kiawe
DESC1040512,DESC148463,Liège
DESC1142182,DESC148463,Machiche
DESC829454,DESC148463,Merisier
DESC1063971,DESC148463,Noyer
DESC1133457,DESC148463,Olivier
DESC148476,DESC148463,Padouk
DESC148477,DESC148463,Palissandre
DESC146248,DESC148463,Palmier
DESC148478,DESC148463,Pernambouc
DESC148479,DESC148463,Peuplier
DESC138456,DESC148463,Pin
DESC148480,DESC148463,Roseau
DESC138278,DESC148463,Sapin
DESC1063970,DESC148463,Sequoia
DESC1133458,DESC148463,Sorbier
DESC148481,DESC148463,Teck
DESC152989,DESC155547,Calebasse
DESC153053,DESC155547,Carbone 14
DESC142665,DESC155547,Carton
DESC145744,DESC155547,Cellulose
DESC148488,DESC155547,Céramique
DESC148489,DESC148488,Faïence
DESC148490,DESC148488,Porcelaine
DESC155548,DESC155547,Chlore
DESC148494,DESC155547,Cire
DESC153466,DESC155547,Cobalt
DESC153488,DESC155547,Corne (matériau)
DESC147061,DESC155547,Crin
DESC137175,DESC155547,Cristal
DESC141765,DESC155547,Cuir
DESC147751,DESC141765,Galuchat
DESC907805,DESC155547,Dammar
DESC154203,DESC155547,Dioxyde de titane
DESC141421,DESC155547,Eau
DESC152494,DESC155547,Ebonite
DESC148500,DESC155547,Ecaille
DESC153267,DESC155547,Ecorce
DESC152529,DESC155547,Elastomère
DESC150789,DESC155547,Email
DESC1057626,DESC155547,Encre
DESC153328,DESC155547,Feutre
DESC146811,DESC155547,Fibre
DESC148517,DESC155547,Fibre artificielle
DESC148518,DESC148517,Fibre de carbone
DESC148519,DESC148517,Fibre optique
DESC146808,DESC155547,Formaldehyde
DESC155028,DESC155547,Glace
DESC153497,DESC155547,Huile
DESC152526,DESC155547,Hydrocolloïde
DESC148529,DESC155547,Ivoire
DESC1035030,DESC155547,Ivoire végétal
DESC141416,DESC155547,Jonc
DESC144478,DESC155547,Marbre
DESC151951,DESC155547,Mastic
DESC137733,DESC155547,Matériau composite
DESC147204,DESC155547,Matériau organique
DESC141195,DESC155547,Matériau synthétique
DESC733099,DESC141195,Celluloïd
DESC152834,DESC141195,Polyester
DESC153962,DESC155547,Métal (matériau)
DESC150820,DESC153962,Acier
DESC140762,DESC153962,Aluminium
DESC149233,DESC153962,Argent (métal)
DESC138425,DESC153962,Bronze
DESC145413,DESC153962,Cuivre (métal)
DESC148506,DESC153962,Etain
DESC145420,DESC153962,Fer
DESC148524,DESC153962,Fonte
DESC150330,DESC153962,Laiton
DESC147200,DESC153962,Or (métal)
DESC142543,DESC153962,Plomb
DESC153963,DESC153962,Zinc
DESC1146765,DESC155547,Mousse
DESC137473,DESC155547,Nacre
DESC733101,DESC155547,Nitrate de cellulose
DESC147030,DESC155547,Nylon
DESC144836,DESC155547,Os (matériau)
DESC141761,DESC155547,Papier
DESC155584,DESC141761,Papier peint
DESC148535,DESC155547,Peau
DESC141194,DESC155547,Peinture (matériau)
DESC148538,DESC155547,Pierre
DESC144031,DESC155547,Plastique
DESC1121926,DESC144031,PVC
DESC146985,DESC155547,Plâtre
DESC142340,DESC155547,Plume
DESC152522,DESC155547,Résine
DESC152523,DESC152522,Colophane
DESC825315,DESC155547,Sel
DESC733043,DESC155547,Silicate
DESC733042,DESC155547,Silicone
DESC958813,DESC155547,Soie
DESC147196,DESC155547,Stuc
DESC152038,DESC155547,Terre cuite
DESC143268,DESC155547,Textile
DESC143267,DESC143268,Lin
DESC146995,DESC155547,Verre
DESC148549,DESC155527,Menuiserie
DESC148548,DESC148549,Assemblage
DESC148555,DESC148549,Queue d'aronde
DESC153637,DESC155527,Musique verte
DESC155554,DESC155527,Outil
DESC961223,DESC155554,Brunissoir
DESC153117,DESC155554,Burin
DESC153121,DESC155554,Cadre métallique
DESC148565,DESC155554,Calcul de cordes
DESC819256,DESC155554,Calibre
DESC138286,DESC155554,Chronomètre
DESC152890,DESC155554,Clef de montage
DESC153125,DESC155554,Compas
DESC152915,DESC155554,Couteau
DESC152892,DESC155554,Crochet
DESC148571,DESC155554,Foret (outil)
DESC152875,DESC155554,Fraise
DESC147317,DESC155554,Gabarit
DESC152884,DESC155554,Gouge
DESC153052,DESC155554,Jauge à pointe
DESC152879,DESC155554,Lampe à colle
DESC153122,DESC155554,Marteau (outil)
DESC141650,DESC155554,Microscope
DESC153072,DESC155554,Moule
DESC152894,DESC155554,Pince
DESC152882,DESC155554,Poinçon
DESC152929,DESC155554,Pointeau
DESC152981,DESC155554,Presse (outil)
DESC152869,DESC155554,Rabot
DESC942767,DESC155554,Râcloir
DESC152873,DESC155554,Râpe
DESC153086,DESC155554,Scie
DESC153350,DESC155554,Serre-joint
DESC148590,DESC155554,Tour à filer
DESC148591,DESC155554,Tourne à gauche
DESC155557,DESC155554,Tournevis
DESC148598,DESC155554,Vilebrequin
DESC153352,DESC155554,Vis
DESC155528,DESC155527,Ravalement
DESC925095,DESC155527,Recette
DESC155560,DESC155527,Réglage
DESC148603,DESC155560,Accordage
DESC137503,DESC155560,Harmonisation (réglage des instruments)
DESC155529,DESC155527,Séchage
DESC148557,DESC155527,Soudure
DESC154010,DESC155527,Teinture
DESC140390,DESC155527,Transformation
DESC155530,DESC155527,Vernis
DESC68794,,Gestuelle
DESC67632,DESC68794,Geste et corps
DESC68802,DESC67632,Discipline corporelle
DESC962869,DESC68802,Art martial
DESC67389,DESC962869,Capoeira
DESC68800,DESC68802,Expression corporelle
DESC68065,DESC68802,Yoga
DESC67514,DESC67632,Mouvement
DESC145865,,Histoire
DESC68352,DESC145865,Chronologie
DESC68042,DESC145865,Histoire des idées
DESC154386,DESC145865,Historiographie
DESC145864,DESC145865,Périodes historiques
DESC145866,DESC145864,1 er siècle
DESC139363,DESC145864,10 ème siècle
DESC139360,DESC145864,11 ème siècle
DESC139357,DESC145864,12 ème siècle
DESC137750,DESC145864,13 ème siècle
DESC137755,DESC145864,14 ème siècle
DESC145867,DESC145864,15 ème siècle
DESC145868,DESC145864,16 ème siècle
DESC145869,DESC145864,17 ème siècle
DESC145870,DESC145864,18 ème siècle
DESC144424,DESC145864,19 ème siècle
DESC145871,DESC145864,2 ème siècle
DESC144431,DESC145864,20 ème siècle
DESC67730,DESC144431,20 ème siècle - 1 ère moitié
DESC67731,DESC144431,20 ème siècle - 2 ème moitié
DESC145872,DESC145864,21 ème siècle
DESC141830,DESC145864,3 ème siècle
DESC141087,DESC145864,4 ème siècle
DESC145873,DESC145864,5 ème siècle
DESC145874,DESC145864,6 ème siècle
DESC145875,DESC145864,7 ème siècle
DESC145876,DESC145864,8 ème siècle
DESC139365,DESC145864,9 ème siècle
DESC149786,DESC145864,Antiquité
DESC149787,DESC149786,Age du bronze
DESC149788,DESC149786,Age du fer
DESC825416,DESC149786,Antiquité chinoise
DESC137714,DESC149786,Antiquité égyptienne
DESC149789,DESC149786,Antiquité gauloise
DESC149790,DESC149786,Antiquité grecque
DESC137679,DESC149786,Antiquité orientale
DESC139127,DESC137679,Antiquité hébraïque
DESC144381,DESC149786,Antiquité romaine
DESC149791,DESC149786,Civilisation précolombienne
DESC144380,DESC149786,Empire byzantin
DESC145877,DESC145864,Empire ottoman
DESC67990,DESC145864,IIIE Reich (1933-1945)
DESC145878,DESC145864,Moyen âge
DESC143449,DESC145864,Préhistoire
DESC149787,DESC143449,Age du bronze
DESC149788,DESC143449,Age du fer
DESC143448,DESC143449,Mésolithique
DESC149806,DESC143449,Néolithique
DESC149807,DESC143449,Paléolithique
DESC145879,DESC145864,Renaissance
DESC67954,DESC145864,Révolution de 1848
DESC145880,DESC145864,Révolution française
DESC892163,DESC145864,Révolution russe
DESC1105190,DESC145864,Troisième République
DESC148611,,Industrie
DESC148615,DESC148611,Artisanat
